query1.png,Bus
query10.png,Palm
query100.png,Hydrant
query11.png,Hydrant
query12.png,Chimney
query13.png,Bridge
query14.png,Bus
query15.png,Palm
query16.png,Motorcycle
query17.png,Bus
query18.png,Palm
query19.png,Bicycle
query2.png,Crosswalk
query20.png,Car
query21.png,Crosswalk
query22.png,Hydrant
query23.png,Bicycle
query24.png,Chimney
query25.png,Hydrant
query26.png,Bicycle
query27.png,Palm
query28.png,Car
query29.png,Bicycle
query3.png,Bridge
query30.png,Palm
query31.png,Hydrant
query32.png,Palm
query33.png,Chimney
query34.png,Chimney
query35.png,Bus
query36.png,Palm
query37.png,Chimney
query38.png,Bridge
query39.png,Chimney
query4.png,Hydrant
query40.png,Car
query41.png,Car
query42.png,Chimney
query43.png,Chimney
query44.png,Palm
query45.png,Bicycle
query46.png,Chimney
query47.png,Chimney
query48.png,Bicycle
query49.png,Bus
query5.png,Hydrant
query50.png,Hydrant
query51.png,Crosswalk
query52.png,Bus
query53.png,Hydrant
query54.png,Crosswalk
query55.png,Bicycle
query56.png,Chimney
query57.png,Bridge
query58.png,Hydrant
query59.png,Bridge
query6.png,Hydrant
query60.png,Traffic Light
query61.png,Bicycle
query62.png,Bus
query63.png,Palm
query64.png,Crosswalk
query65.png,Crosswalk
query66.png,Bus
query67.png,Crosswalk
query68.png,Hydrant
query69.png,Palm
query7.png,Bus
query70.png,Bicycle
query71.png,Crosswalk
query72.png,Bicycle
query73.png,Hydrant
query74.png,Motorcycle
query75.png,Car
query76.png,Chimney
query77.png,Crosswalk
query78.png,Car
query79.png,Hydrant
query8.png,Bicycle
query80.png,Crosswalk
query81.png,Hydrant
query82.png,Hydrant
query83.png,Crosswalk
query84.png,Chimney
query85.png,Bicycle
query86.png,Bicycle
query87.png,Chimney
query88.png,Hydrant
query89.png,Bus
query9.png,Chimney
query90.png,Bicycle
query91.png,Bicycle
query92.png,Hydrant
query93.png,Palm
query94.png,Car
query95.png,Bicycle
query96.png,Palm
query97.png,Palm
query98.png,Hydrant
query99.png,Hydrant
